,0,titles,urls
2119,Jean-ClaudeVanDamme JohnRalston DarrenShahlavi AkiAleongActionnanOdysseyMedia RodinEntertainment AceFilmCompany ChunqiuTimeCultureCo.Canada,pound of flesh,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.UqZOP6jTwfrAeFbRRFH9twAAAA%26pid%3D15.1&f=1
2120,SeanConnery JillSt.John CharlesGray LanaWoodAdventure Action Thrillerspy fight secretorganization satellite secretagent plasticsurgery smuggling murder extortion violence millionaire fingerprints dirtbike womandrowned casinoowner oldwomanmurdered highdive genderdisguise aftercreditsstinger mastervillainUnitedArtists EonProductions DanjaqUnitedKingdom UnitedStatesofAmerica,diamonds are forever,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.VgCgg0ypYTmfORbWyh1LXQHaLU%26pid%3D15.1&f=1
2121,PaulaPatton JulieBowen MeaganGood MikeEppsComedyafricanamerican wedding classdifferences martha'svineyardTriStarPictures Stage6Films SonyPicturesWorldwideAcquisitions(SPWA) TDJEnterprises/NewDimensionsEntertainment OurStoriesFilmsUnitedStatesofAmerica,jumping the broom,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.7--CUiW2PLeosxquzilJVQHaKu%26pid%3D15.1&f=1
2122,DavidStrathairn JeffDaniels AlexBorstein RoseAbdooDrama Historytelecaster communist politicalactivism tvshow politician government anti-communism2929Productions ParticipantProductions WarnerIndependentPictures(WIP) DavisFilms SectionEightProductions RedbusPictures TohokushinshaFrance Japan UnitedKingdom UnitedStatesofAmerica,"good night, and good luck.",proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.umBVBRzjjmiDgBMkNkgA1gHaLH%26pid%3D15.1&f=1
2123,PhilipSeymourHoffman AllieMickelson CraigArchibald BronwenColemanCrime Dramagay self-fulfillingprophecy basedonnovel journalism identity dream literatureresearch literature dyinganddeath biographySonyPicturesClassics Cooper'sTownProductions EagleVisionInc. ManitobaFilmandVideoProductionTaxCredit ProvinceofBritishColumbiaProductionServicesTaxCredit InfinityMedia A-LinePicturesCanada UnitedStatesofAmerica,capote,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.JBNNqhbKExwTaG23T6CcqQAAAA%26pid%3D15.1&f=1
2124,AntonioBanderas SalmaHayek JoaquimdeAlmeida CheechMarinThriller Action Crimegunslinger antiterror ambush mexico showdown guitar nudity hitman bartender revenge tragichero shootout mariachi explosion extremeviolence brutality druglord legbrace concealedweapon flashback bookstoreColumbiaPictures LosHooligansProductionsUnitedStatesofAmerica,desperado,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.fHfRhbZi_EYuBK4VQJEQJQHaLH%26pid%3D15.1&f=1
2125,MichaelYork RichardJordan JennyAgutter RoscoeLeeBrowneAdventure Action Romance ScienceFictionfemalenudity killerrobot nudity utopia teleportation post-apocalyptic dystopia plasticsurgery escape fugitive robot domedcity dystopicfuture totalitarianism populationcontrolMetro-Goldwyn-Mayer(MGM)UnitedStatesofAmerica,logan's run,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.ybAZ7v5ZbqXltd2ODwxjiwHaJu%26pid%3D15.1&f=1
2126,RogerMoore ChristopherLee BrittEkland MaudAdamsAdventure Action Thrillerlondonengland england martialarts assassin exoticisland gold hitman secretmission villain bangkok thailand floatplane karate hongkong duel pistol secretservice aftercreditsstingerUnitedArtists EonProductions DanjaqUnitedKingdom UnitedStatesofAmerica,the man with the golden gun,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.O1HAs56fZq1xvOecaZZkGQHaLa%26pid%3D15.1&f=1
2127,CarlWeathers CraigT.Nelson Vanity SharonStoneAction Adventure Comedy Crime Dramashowdown suspicionofmurder boxer suspension organizedcrime shootout carchase detroit drugaddict oneagainstmany megalomaniac maverickcop framedformurder barfight explodingboat actionheroSilverPictures LorimarMotionPicturesUnitedStatesofAmerica,action jackson,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.H7HeqjbLEH_tKqlzl1yeVQHaLP%26pid%3D15.1&f=1
2128,ShaunaMacdonald NatalieMendoza AlexReid SaskiaMulderAdventure Horrormutant expedition cave darkness rope climbing bestie appalachia friends femaleprotagonist survivalhorrorCeladorFilms Pathé NorthmenProductionsUnitedKingdom,the descent,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.exskNXEKTixmtu8CStg4nAHaEE%26pid%3D15.1&f=1
2129,MichaelJordan PhilJackson BobCostas BillMurrayDocumentarysportIMAXUnitedStatesofAmerica,michael jordan to the max,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.dN62li4EU0RSmgevljsAkAHaLH%26pid%3D15.1&f=1
2130,AllisonMiller ZachGilford SamAnderson RobertBelushiHorrorfoundfootageTwentiethCenturyFoxFilmCorporation DavisEntertainment TSGEntertainmentUnitedStatesofAmerica,devil's due,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.hPQmaQ7Fn7YNHx-scdvzwgAAAA%26pid%3D15.1&f=1
2131,BenStiller PatriciaArquette TéaLeoni MaryTylerMooreComedy Romancelsd lookingforbirthparents half-brother independentfilmMiramaxFilmsUnitedStatesofAmerica,flirting with disaster,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.I5VII5-fA35rmkJ8C87DmwHaK7%26pid%3D15.1&f=1
2132,SidHaig BillMoseley SheriMoonZombie WilliamForsytheDrama Horror Crimesadistic killing fire sheriff bountyhunter cocaine motel ax sadism psychopath roadtrip sequel murder rampage antisocialpersonalitydisorder serialkiller shootout torture corpse sadist extremeviolence brutality maniac violence stabbing killingspree heldatgunpoint cultfilm roadkill macabre misogynist roadmovie killerclown paintedface evilclown homicidalmaniac sadistichorrorLionsGateFilms CinerentaMedienbeteiligungsKG FirmFilms CinelamdaInternationaleFilmproduktionsgesellschaftGermany UnitedStatesofAmerica,the devil's rejects,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.ZYsoyU671785Ml2I2zyYVwHaLH%26pid%3D15.1&f=1
2133,ShameikMoore KierseyClemons TonyRevolori ZoëKravitzCrime Drama Comedycalifornia hip-hop harvarduniversity geek comingofage teenager drug highschoolstudentForestWhitaker'sSignificantProductions RevoltFilms IamOTHEREntertainmentUnitedStatesofAmerica,dope,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.4dBZ5QNU1NAn8ESfrQCCNQHaEK%26pid%3D15.1&f=1
2134,OmarEpps LLCoolJ NiaLong StanleyTucciDrama Action Thriller CrimenanSuntaurEntertainmentCompanyUnitedStatesofAmerica,in too deep,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.5vDKZS4Bl0dgAIdMDx05OAAAAA%26pid%3D15.1&f=1
2135,SidHaig BillMoseley SheriMoonZombie KarenBlackHorrorupperclass halloween psychopath urbanlegend youth satanicritualUniversalPictures SpectacleEntertainmentGroupUnitedStatesofAmerica,house of 1000 corpses,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.2776xEvH27-92jJaF1dnggAAAA%26pid%3D15.1&f=1
2136,JohnEricson IvorFrancis JudithNovgrod BurrDeBenningHorror Action Thriller ScienceFictionnannanUnitedStatesofAmerica,alien zone,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.l57BARWGBdJy2fozgCRt8wAAAA%26pid%3D15.1&f=1
2137,MichaelStuhlbarg RichardKind FredMelamed SariLennickComedy Dramaprofessor darkcomedy telephonecall aftercreditsstinger 1960sMikeZossProductions StudioCanal RelativityMedia FocusFeatures WorkingTitleFilmsUnitedStatesofAmerica UnitedKingdom France,a serious man,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.m8Dek7IDy3o4cmwC8TiVggHaKq%26pid%3D15.1&f=1
2138,BillMurray SissySpacek RobertDuvall LucasBlackComedy Drama MysteryindependentfilmK5International ZanuckIndependent DavidGundlachProductionsUnitedStatesofAmerica,get low,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.z87_CIAR--_EOpoKtruSHQHaKx%26pid%3D15.1&f=1
2139,JulianSands LoriSinger RichardE.Grant MaryWoronovAdventure Comedy Fantasy Horrorwitch cemetery magic timetravel aging curse warlock witchhunterNewWorldPicturesUnitedStatesofAmerica,warlock,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.9Kb3gLwO7GDFIzzvsc74nwHaEA%26pid%3D15.1&f=1
2140,GuguMbatha-Raw NateParker MinnieDriver MachineGunKellyRomance Dramatalent success musician womandirectorRelativityMedia HomegrownPictures BlackEntertainmentTelevision(BET) RelativitySports UndisputedCinemaUnitedStatesofAmerica,beyond the lights,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.I-mJJmtMOep7GD9vA4124QHaEK%26pid%3D15.1&f=1
2141,ColinFirth JulianneMoore NicholasHoult MatthewGoodeDrama Romancegay basedonnovel suicidal deathoflover teacherstudentrelationship grieving 1960sDepthofField ArtinaFilms FadetoBlackProductionsUnitedStatesofAmerica,a single man,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.H3oDK9Qda_xrEOQDqzt53QHaKl%26pid%3D15.1&f=1
2142,WillemDafoe HarveyKeitel BarbaraHershey DavidBowieDramachristianity traitor jesuschrist roman crucifixion longing moralconflict cross blasphemy temptation marymagdaleneUniversalPictures Cineplex-OdeonFilmsUnitedStatesofAmerica Canada,the last temptation of christ,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.ZIR6GyGoCPgS94OmndcOrQHaEL%26pid%3D15.1&f=1
2143,ShawnHatosy AmySmart AlecBaldwin JonAbrahamsRomance Comedy Dramasuicide sex sexuality college police campus party love revenge prank independentfilm student teenager drug humiliation flashback accidentMiramaxFilms EagleBeachProductionsUnitedStatesofAmerica,outside providence,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.RFk30oOovSMk0DfjTcFVXQHaLc%26pid%3D15.1&f=1
2144,AishwaryaRaiBachchan MartinHenderson NaveenAndrews DanielGilliesDrama Comedy Music Romanceindianlead bollywood moderndayadaptation pride&prejudice womandirectornanUnitedKingdom UnitedStatesofAmerica,bride & prejudice,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Ifw2b8yQznG-1evdWaCP0wHaLG%26pid%3D15.1&f=1
2145,MickPartridge BigBoi SherriShepherd LilWayneComedysportTheWeinsteinCompany DimensionFilms Metro-Goldwyn-Mayer(MGM)UnitedStatesofAmerica,who's your caddy?,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.fBr4F777sQqsgbgO1azfhwHaK8%26pid%3D15.1&f=1
2146,RutgerHauer KimCattrall MichaelJ.Pollard AlastairDuncanThriller Action Horror ScienceFiction Crimeflooding futuristic policedetectiveEntertainment MuseProductions ChallengeFilmCorporation XYZFundingN.V.UnitedKingdom,split second,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.OmBtaYDQKWLwYInfyjefcAHaLH%26pid%3D15.1&f=1
2147,ChristopherGorham AnneHathaway JoeFolau MiriamaSmithAction Adventure Drama Familybasedonnovel biography3MarkEntertainmentUnitedStatesofAmerica,the other side of heaven,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.3oiWyxtDFfWpzi9I_A0scgAAAA%26pid%3D15.1&f=1
2148,ShahRukhKhan PreityZinta RaniMukerji AmitabhBachchanDrama Romanceloveofone'slife pilot classsociety pakistan india kashmirconflictYashRajFilmsIndia,veer-zaara,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.AbTwDtgcCxPtbUHRLP82ugHaKv%26pid%3D15.1&f=1
2149,ChiwetelEjiofor TimAllen AliceBraga JosePabloCantilloDramafilmmaking filmproducer videosurveillance sport interracialmarriage autoaccident instructor jujitsu moviestar nightstick husband liferelationship setup windowsmashingSonyPicturesClassicsUnitedStatesofAmerica,redbelt,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.YYw2Bs-7b6B9JwHwMNnAcgAAAA%26pid%3D15.1&f=1
2150,JohnC.Reilly JonahHill MarisaTomei CatherineKeenerComedy Drama RomancemumblecoreScottFreeProductionsUnitedStatesofAmerica,cyrus,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.auZdW8YNnhqazlZPBWBQ4AHaLJ%26pid%3D15.1&f=1
2151,JackWarden JeremyJamesKissner JesseJames JonVoightDrama Familynannannan,a dog of flanders,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.PHaCK7S6rXwjYybt7-4TKgAAAA%26pid%3D15.1&f=1
2152,GregKinnear WillemDafoe RitaWilson MariaBelloDrama Crimemalenudity adultery basedonnovel infidelity tvshow blowjob video biography sexaddiction basedontruestory independentfilm sexaddictSonyPicturesClassics PropagandaFilms GoodMachineUnitedStatesofAmerica,auto focus,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.RaOisLMOKdBKIkcx5Ca58QHaEK%26pid%3D15.1&f=1
2153,SiennaMiller GuyPearce HaydenChristensen MenaSuvariDramanewyork alcohol sex infidelity nudity artist gallery interview studio biography addiction party love independentfilm singer art drug gayman socialite scene film warholTheWeinsteinCompany L.I.F.T.Production HollyWiersmaProductionsUnitedStatesofAmerica,factory girl,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.PO6Tz993mVEwspboc3CoSgAAAA%26pid%3D15.1&f=1
2154,JohnC.Reilly TildaSwinton EzraMiller SiobhanFallonDrama Thrillersuburb violence killingspree prisonvisit guineapig brokenarm pottytraining womandirectorBBCFilms OscilloscopeLaboratoriesUnitedKingdom UnitedStatesofAmerica,we need to talk about kevin,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.VCPnn28-WIQujEKX9M719AHaJ4%26pid%3D15.1&f=1
2155,HansMatheson SamanthaBarks LesleyManville SylvesterMcCoyDrama Familyangel miracle village christian candle christmasImpactProductionsLLC PinewoodStudios BigBookMedia EchoLightStudiosUnitedKingdom UnitedStatesofAmerica,the christmas candle,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Jt_t2ScKMck-JLeFv7qd-wHaK-%26pid%3D15.1&f=1
2156,CarlaGugino EllenBurstyn MarleyShelton DavidBoreanazAction Dramasport catholic mothersuperior catholicschool conventschoolnanUnitedStatesofAmerica,the mighty macs,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.SlvImvJ1gqugrfxqTnjI5QAAAA%26pid%3D15.1&f=1
2157,TomCruise JackieEarleHaley JohnStockwell JohnP.NavinComedymalenudity femalenudity mexico prostitute nudity highschool lockerroom independentfilm teensexcomedy teenager canuxploitation virginityTijuanaProductions TiberiusFilmProductionsCanada UnitedStatesofAmerica,losin' it,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.iUNt4VUabfSOSjh8SkGiYwHaLH%26pid%3D15.1&f=1
2158,NaomiWatts SamuelL.Jackson AnnetteBening CarlaGalloDrama Romanceadoptivemother nymphomaniac motherdaughterrelationshipMockingbirdPictures EverestEntertainmentSpain UnitedStatesofAmerica,mother and child,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.PTE1HsL8Gv5SHQr7OZo82gAAAA%26pid%3D15.1&f=1
2159,GeneHackman TerenceHill CatherineDeneuve IanHolmAction Adventure Drama Wargypsy middleeast foreignlegion wilderness archaeologistAssociatedGeneralFilms SirLewGradeUnitedKingdom,march or die,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.acXOUp8N3hJSoSU_S05yxQAAAA%26pid%3D15.1&f=1
2160,JeanReno ValérieLemercier ChristianClavier Marie-AnneChazelFantasy Comedy ScienceFictionservant timetravel clumsyfellow middleages nobilityCanalPlus GaumontInternational France3CinemaFrance,les visiteurs,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.bEbUPZKuwQPy5BiJpr4WeAHaJ4%26pid%3D15.1&f=1
2161,StephenDorff ChrisPontius ErinWasson AlexandraWilliamsComedy Dramamilan independentfilm luxuryhotel manintowel  womandirectorAmericanZoetrope FocusFeatures Pathé! TohokushinshaUnitedStatesofAmerica,somewhere,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.unNHK2a1BNdsWAJvaNSZcgHaE7%26pid%3D15.1&f=1
2162,MattCzuchry JesseBradford MarikaDominczyk TraciLordsComedy Dramafemalenudity basedonnovel stripper flop darkcomedy aftercreditsstingernannan,i hope they serve beer in hell,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.RDO891rKd-g4MRACVL-RigHaKz%26pid%3D15.1&f=1
2163,Scott'CarrotTop'Thompson CourtneyThorne-Smith LarryMiller JackWardenComedyinventor invention scandal101stStreetFilmsUnitedStatesofAmerica,chairman of the board,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.xyyq67J0c_XG5Vej_399FgHaFA%26pid%3D15.1&f=1
2164,JosephGordon-Levitt NataliePortman RainnWilson AudreyWasilewskiDramalossofmother clerk grocery lossofrelative lossofwife briefs duringcreditsstingerDROEntertainment TheLastPictureCompany CatchPlay CornerStoreEntertainment Filmula HandsomecharlieFilms AmericanWork DreamagineEntertainmentUnitedStatesofAmerica,hesher,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.rleaNdNFbZuQgGaeV4hW3gHaLH%26pid%3D15.1&f=1
2165,JudeLaw DemiánBichir RichardE.Grant MatthewC.MartinoComedy Crime Dramagrowingup money crime fatherhoodBBCFilms IsleofManFilmCommission RecordedPictureCompany(RPC) PinewoodStudiosUnitedKingdom,dom hemingway,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.3_-1fg_PCmYRnwgEbvathwHaOG%26pid%3D15.1&f=1
2166,CaseyAffleck MattDamon  Mystery Drama Adventuredesperation highway wilderness gettinglost friendship murder bestfriend desert verylittledialogue tarkovskyesque friendEpsilonMotionPictures TangoFilms MyCactusUnitedStatesofAmerica Argentina,gerry,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.sRNUr4nkVDDktNp1OJkU0wHaLH%26pid%3D15.1&f=1
2167,HelenaBonhamCarter OliviaWilliams PaulBettany EleanorBronDrama RomancenanBritishBroadcastingCorporation(BBC)Germany UnitedKingdom,the heart of me,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Mba0nOdRbH2vHWF5uR8oeAHaKe%26pid%3D15.1&f=1
2168,JulianneMoore EllenPage SteveCarell MichaelShannonRomance Dramanewjersey equality lesbianrelationship cancerDoubleFeatureFilms EndgameEntertainment HighFrequencyEntertainmentUnitedStatesofAmerica,freeheld,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.qzs4O7ZSNBqvXFNyn_dRyAAAAA%26pid%3D15.1&f=1
2169,KevinKline PaulDano KatieHolmes JohnC.ReillyComedyindependentfilm womandirectorWildBunch LikelyStory TaxCreditFinance 3ArtsEntertainmentFrance UnitedStatesofAmerica,the extra man,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.HitKV1e0xSkO1rk7iEi1tAHaJv%26pid%3D15.1&f=1
2170,IvanOkhlobystin DmitriyNagiev LyudmilaArtemeva AnnaArdovaAnimation FantasynanBazelevsProductionRussia,снежная королева,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.9Ud3xBXVs6PLICx5oFHTwgHaLH%26pid%3D15.1&f=1
2171,DeeDeeGreene BenDiskin LindsayTorrance KateHigginsFamily Animation Comedy AdventurenanCrestAnimationProduction LionsGateUnitedStatesofAmerica,alpha and omega: the legend of the saw tooth cave,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.edvQLHuQU-w6aILTZcNqogHaKv%26pid%3D15.1&f=1
2172,ClintEastwood MichaelMoriarty CarrieSnodgress ChrisPennRomance Westerngunslinger showdown marshal blackmail mine settler goldminingtown violence killer preacher goldminer strangepersonWarnerBros. MalpasoCompanyUnitedStatesofAmerica,pale rider,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.kMcDmaVislRc-TmVxjmTvQHaE8%26pid%3D15.1&f=1
2173,BenBrowder AmandaTapping ChristopherJudge MichaelShanksAdventure ScienceFictionwormhole spacetravel supernaturalpowers spaceship alienMetro-Goldwyn-Mayer(MGM) Kawoosh!ProductionsDTVICanada UnitedStatesofAmerica,stargate: the ark of truth,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.U0O7w-dI_UST3wb1PqUFHAHaMB%26pid%3D15.1&f=1
2174,JasonLondon RoryCochrane WileyWiggins SashaJensonComedy Drama1970s texas highschool comedy comingofage summer teenager perioddrama greatsoundtrackGramercyPictures AlphavilleProductions TheCriterionCollectionUnitedStatesofAmerica,dazed and confused,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.3rKmpsEC54wzKkJytGz4UwHaFj%26pid%3D15.1&f=1
2175,ZacEfron VanessaHudgens AshleyTisdale LucasGrabeelComedy Drama Family Musicmusical music summer teenager summerjob countryclubDisneyChannelUnitedStatesofAmerica,high school musical 2,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.zrVdqv27BIPfIHV3nLwP6AHaOG%26pid%3D15.1&f=1
2176,DaneDeHaan TatianaMaslany GordonPinsent JohnRalstonDrama Romancesmalltown lovers bear northpolenannan,two lovers and a bear,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.GIQ45nWEoBHPgjUzGxO0xAHaKs%26pid%3D15.1&f=1
2177,DanStevens JohnTravolta MichaelPitt JackieEarleHaleyThriller Crime Dramamobster moneyproblems borrow trouble classmates investment bűnösutakonNeeNeeProductions CapacityPictures MayDayMoviesUnitedStatesofAmerica,criminal activities,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP._kTXH5lKe9PKY_f01zr8tgHaK8%26pid%3D15.1&f=1
2178,MariaSchrader JulianeKöhler JohannaWokalek HeikeMakatschDrama History Romanceberlin jew forbiddenlove lesbianrelationship homosexuality lesbianinterestnanGermany,aimee & jaguar,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.XSvnV4uJ3aW5aU91t8jz0AHaIU%26pid%3D15.1&f=1
2179,JamieBell CamillaBelle JustinChatwin GlennCloseComedy Dramasuicide fathersonrelationship surreal independentfilm parallelworldLawrenceBenderProductions ElCaminoPictures GoFishPicturesGermany UnitedStatesofAmerica,the chumscrubber,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Cfd2nfk3tc01F8KAlJv7JAHaKx%26pid%3D15.1&f=1
2180,StuartTownsend GabrielByrne ThandieNewton JamieFoxxAction Thriller CrimenanCobaltMediaGroup JudgementPictures HammondEntertainmentUnitedStatesofAmerica,shade,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.3BzBjp0cKUJg53wbxSifFwHaKq%26pid%3D15.1&f=1
2181,JenniferLawrence MaxThieriot ElisabethShue GilBellowsHorror Thrillermotherdaughterrelationship crossdressing violence mothersonrelationship fathersonconflictABiggerBoat RelativityMedia FilmNationEntertainmentUnitedStatesofAmerica,house at the end of the street,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.3ukFXLl1YLg_uLawaLb-xAHaEt%26pid%3D15.1&f=1
2182,LubnaAzabal MélissaDésormeaux-Poulin MaximGaudette RémyGirardDrama War Mysteryprison middleeast rape muslim militia interpreter son christian orphanage swimmingpool massacre checkpoint politicalassassination twins willTSProductions Microscope PhiGroupCanada France,incendies,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.OYC2m_W5qbCE6P_aJA0qEQHaOG%26pid%3D15.1&f=1
2183,FabrizioBentivoglio LauraMorante MonicaBellucci SilvioMuccinoDrama Comedy RomanceeroticismFandango MedusaFilm Tele+ ViceVersaFilmItaly,ricordati di me,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.JYUChRJALVYglh3O2qALogHaKj%26pid%3D15.1&f=1
2184,CillianMurphy BrendanGleeson JimBroadbent PadraicDelaneyAction Comedy Crime DramasuspensePremierePicture IrishFilmBoard ParallelFilmProductionsIreland UnitedKingdom,perrier’s bounty,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.dNJXEyUQ7F7F961h-nSNLgHaKe%26pid%3D15.1&f=1
